Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Date Parsed,Ship Date Parsed
7/28/2014,7/28/2014,Same Day,CK-12205,Chloris Kastensmidt,Consumer,United States,Apopka,Florida,32712,South,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",129.888,6,0.2,12.9888,2014-07-28,2014-07-28
7/28/2014,7/28/2014,Same Day,CK-12205,Chloris Kastensmidt,Consumer,United States,Apopka,Florida,32712,South,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",48.944,7,0.2,16.5186,2014-07-28,2014-07-28
12/26/2015,12/31/2015,Standard Class,RB-19705,Roger Barcio,Home Office,United States,Houston,Texas,77070,Central,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",275.058,3,0.3,-90.3762,2015-12-26,2015-12-31
12/10/2015,12/16/2015,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,27.36,9,0.0,9.3024,2015-12-10,2015-12-16
12/10/2015,12/16/2015,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75,5,0.0,20.585,2015-12-10,2015-12-16
12/10/2015,12/16/2015,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215,East,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,134.99,1,0.0,36.4473,2015-12-10,2015-12-16
12/10/2015,12/16/2015,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,Astroparche Fine Business Paper,26.4,5,0.0,12.672,2015-12-10,2015-12-16
12/10/2015,12/16/2015,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,Global Ergonomic Managers Chair,542.94,3,0.0,141.1644,2015-12-10,2015-12-16
5/5/2016,5/7/2016,Second Class,AH-10465,Amy Hunt,Consumer,United States,San Francisco,California,94109,West,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.088,2,0.2,-1.7772,2016-05-05,2016-05-07
10/14/2017,10/18/2017,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",27.396,9,0.8,-42.4638,2017-10-14,2017-10-18
10/14/2017,10/18/2017,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,Catalog Binders with Expanding Posts,13.456,1,0.8,-23.548,2017-10-14,2017-10-18
11/5/2016,11/5/2016,Same Day,EB-14170,Evan Bailliet,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Labels,Avery 490,11.84,1,0.2,4.44,2016-11-05,2016-11-05
11/3/2017,11/8/2017,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,Xerox 1992,35.88,6,0.0,17.5812,2017-11-03,2017-11-08
11/24/2016,11/26/2016,First Class,CA-12055,Cathy Armstrong,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,40.752,3,0.2,15.282,2016-11-24,2016-11-26
11/24/2016,11/26/2016,First Class,CA-12055,Cathy Armstrong,Home Office,United States,Cleveland,Ohio,44105,East,Technology,Accessories,V7 USB Numeric Keypad,139.96,5,0.2,-22.7435,2016-11-24,2016-11-26
12/14/2014,12/21/2014,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Marion,Ohio,43302,East,Office Supplies,Art,Newell 35,2.624,1,0.2,0.2952,2014-12-14,2014-12-21
12/14/2014,12/21/2014,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Marion,Ohio,43302,East,Furniture,Tables,Hon Rectangular Conference Tables,136.53,1,0.4,-52.3365,2014-12-14,2014-12-21
12/14/2014,12/21/2014,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Marion,Ohio,43302,East,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,263.96,1,0.2,42.8935,2014-12-14,2014-12-21
11/3/2014,11/8/2014,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Supplies,Acme Kleen Earth Office Shears,11.64,3,0.0,3.3756,2014-11-03,2014-11-08
9/22/2017,9/25/2017,Second Class,SC-20440,Shaun Chance,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,GBC Poly Designer Binding Covers,40.176,3,0.2,14.5638,2017-09-22,2017-09-25
5/8/2015,5/15/2015,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,79.44,3,0.0,30.1872,2015-05-08,2015-05-15
5/8/2015,5/15/2015,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,3,0.0,7.1586,2015-05-08,2015-05-15
5/8/2015,5/15/2015,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",127.764,2,0.1,21.294,2015-05-08,2015-05-15
5/8/2015,5/15/2015,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,Technology,Copiers,Sharp AL-1530CS Digital Copier,2799.944,7,0.2,1014.9797,2015-05-08,2015-05-15
5/8/2015,5/15/2015,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,Xerox 204,19.44,3,0.0,9.3312,2015-05-08,2015-05-15
7/31/2017,7/31/2017,Same Day,KW-16435,Katrina Willman,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,Motorola L804,36.792,1,0.2,4.1391,2017-07-31,2017-07-31
3/1/2014,3/5/2014,Standard Class,HR-14770,Hallie Redmond,Home Office,United States,New York City,New York,10035,East,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,5.94,3,0.0,1.6038,2014-03-01,2014-03-05
9/25/2017,9/29/2017,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Storage,Steel Personal Filing/Posting Tote,177.55,5,0.0,47.9385,2017-09-25,2017-09-29
10/9/2015,10/12/2015,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104,Central,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,5,0.0,111.591,2015-10-09,2015-10-12
10/9/2015,10/12/2015,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104,Central,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.16,3,0.0,8.4564,2015-10-09,2015-10-12
10/9/2015,10/12/2015,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Envelopes,Staple envelope,57.96,7,0.0,27.2412,2015-10-09,2015-10-12
10/9/2015,10/12/2015,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,29.403,3,0.1,5.2272,2015-10-09,2015-10-12
3/29/2017,4/2/2017,Second Class,RD-19720,Roger Demir,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Storage,Adjustable Personal File Tote,81.4,5,0.0,21.164,2017-03-29,2017-04-02
11/14/2015,11/17/2015,First Class,KB-16585,Ken Black,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Fasteners,Advantus Push Pins,8.72,5,0.2,2.289,2015-11-14,2015-11-17
11/14/2015,11/17/2015,First Class,KB-16585,Ken Black,Corporate,United States,Springfield,Oregon,97477,West,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,91.176,3,0.2,4.5588,2015-11-14,2015-11-17
11/14/2015,11/17/2015,First Class,KB-16585,Ken Black,Corporate,United States,Springfield,Oregon,97477,West,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,159.968,4,0.2,29.994,2015-11-14,2015-11-17
9/26/2016,9/30/2016,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,Xerox 1905,12.96,2,0.0,6.2208,2016-09-26,2016-09-30
9/22/2014,9/27/2014,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",331.536,3,0.2,-82.884,2014-09-22,2014-09-27
9/25/2015,9/27/2015,First Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10011,East,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,899.91,9,0.0,395.9604,2015-09-25,2015-09-27
5/4/2015,5/8/2015,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.344,7,0.2,118.293,2015-05-04,2015-05-08
12/8/2017,12/13/2017,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,Technology,Accessories,Logitech G105 Gaming Keyboard,178.11,3,0.0,32.0598,2017-12-08,2017-12-13
12/8/2017,12/13/2017,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,1089.75,3,0.0,305.13,2017-12-08,2017-12-13
12/8/2017,12/13/2017,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06,2,0.0,28.0876,2017-12-08,2017-12-13
12/8/2017,12/13/2017,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",459.92,4,0.0,41.3928,2017-12-08,2017-12-13
12/8/2017,12/13/2017,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",27.52,4,0.0,12.6592,2017-12-08,2017-12-13
6/29/2017,7/2/2017,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,East,Furniture,Bookcases,"Hon Metal Bookcases, Putty",638.82,9,0.0,185.2578,2017-06-29,2017-07-02
6/29/2017,7/2/2017,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,East,Office Supplies,Supplies,Acme Box Cutter Scissors,30.69,3,0.0,7.9794,2017-06-29,2017-07-02
6/29/2017,7/2/2017,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,East,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16,2,0.0,8.5544,2017-06-29,2017-07-02
6/29/2014,7/3/2014,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",13.92,3,0.2,4.872,2014-06-29,2014-07-03
1/20/2014,1/25/2014,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0.0,9.2928,2014-01-20,2014-01-25
1/20/2014,1/25/2014,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,2,0.0,5.79,2014-01-20,2014-01-25
12/31/2016,1/6/2017,Standard Class,BP-11155,Becky Pak,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",38.376,3,0.2,13.4316,2016-12-31,2017-01-06
3/28/2017,3/31/2017,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,Xerox 1975,12.96,2,0.0,6.3504,2017-03-28,2017-03-31
3/28/2017,3/31/2017,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,26.48,1,0.0,10.0624,2017-03-28,2017-03-31
3/28/2017,3/31/2017,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,532.72,2,0.2,53.272,2017-03-28,2017-03-31
3/28/2017,3/31/2017,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,Xerox 1968,26.72,4,0.0,12.8256,2017-03-28,2017-03-31
3/28/2017,3/31/2017,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,Xerox 1977,20.04,3,0.0,9.6192,2017-03-28,2017-03-31
3/28/2017,3/31/2017,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Storage,SAFCO Boltless Steel Shelving,795.48,7,0.0,7.9548,2017-03-28,2017-03-31
3/28/2017,3/31/2017,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,Furniture,Furnishings,Stackable Trays,21.56,7,0.0,6.8992,2017-03-28,2017-03-31
12/8/2016,12/12/2016,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Phones,Cisco SPA301,249.584,2,0.2,31.198,2016-12-08,2016-12-12
12/8/2016,12/12/2016,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Accessories,Maxell 4.7GB DVD-R,68.112,3,0.2,17.8794,2016-12-08,2016-12-12
12/8/2016,12/12/2016,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,16.56,3,0.2,-2.484,2016-12-08,2016-12-12
11/18/2017,11/22/2017,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",74.95,5,0.0,36.7255,2017-11-18,2017-11-22
5/30/2014,6/5/2014,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Buffalo Grove,Illinois,60089,Central,Furniture,Tables,Chromcraft Rectangular Conference Tables,355.455,3,0.5,-184.8366,2014-05-30,2014-06-05
1/22/2016,1/28/2016,Standard Class,FP-14320,Frank Preis,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,Avery 475,44.4,3,0.0,22.2,2016-01-22,2016-01-28
1/22/2016,1/28/2016,Standard Class,FP-14320,Frank Preis,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,Avery 476,20.65,5,0.0,9.499,2016-01-22,2016-01-28
2/3/2016,2/10/2016,Standard Class,LC-17050,Liz Carlisle,Consumer,United States,Richmond,Kentucky,40475,South,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0.0,225.264,2016-02-03,2016-02-10
3/29/2015,4/3/2015,Second Class,AS-10240,Alan Shonely,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,Newell 333,5.56,2,0.0,1.4456,2015-03-29,2015-04-03
10/14/2014,10/18/2014,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",3.16,4,0.8,-8.532,2014-10-14,2014-10-18
10/14/2014,10/18/2014,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1999.96,5,0.2,624.9875,2014-10-14,2014-10-18
8/11/2015,8/16/2015,Standard Class,BW-11065,Barry Weirich,Consumer,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",46.152,3,0.2,12.1149,2015-08-11,2015-08-16
11/22/2015,11/23/2015,First Class,BH-11710,Brosina Hoffman,Consumer,United States,Hialeah,Florida,33012,South,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,32.985,3,0.5,-1.9791,2015-11-22,2015-11-23
12/30/2016,12/30/2016,Same Day,JP-16135,Julie Prescott,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,481.32,4,0.0,125.1432,2016-12-30,2016-12-30
12/30/2016,12/30/2016,Same Day,JP-16135,Julie Prescott,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Binders,Cardinal Hold-It CD Pocket,6.384,1,0.2,2.1546,2016-12-30,2016-12-30
8/12/2017,8/15/2017,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Lake Forest,California,92630,West,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,3,0.0,152.0232,2017-08-12,2017-08-15
8/12/2017,8/15/2017,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Lake Forest,California,92630,West,Furniture,Furnishings,DAX Wood Document Frame,54.92,4,0.0,19.7712,2017-08-12,2017-08-15
11/3/2015,11/5/2015,First Class,FH-14365,Fred Hopkins,Corporate,United States,Long Beach,New York,11561,East,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1448.82,10,0.1,209.274,2015-11-03,2015-11-05
9/10/2015,9/12/2015,Second Class,MC-17575,Matt Collins,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",353.88,6,0.0,17.694,2015-09-10,2015-09-12
11/8/2014,11/14/2014,Standard Class,EB-13870,Emily Burns,Consumer,United States,Redding,California,96003,West,Technology,Phones,Toshiba IPT2010-SD IP Telephone,333.576,3,0.2,25.0182,2014-11-08,2014-11-14
10/8/2016,10/15/2016,Standard Class,PM-19135,Peter McVee,Home Office,United States,San Antonio,Texas,78207,Central,Office Supplies,Labels,Avery 50,60.144,6,0.2,20.2986,2016-10-08,2016-10-15
9/8/2017,9/12/2017,Second Class,AR-10345,Alex Russell,Corporate,United States,Houston,Texas,77070,Central,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,85.2,6,0.2,20.235,2017-09-08,2017-09-12
2/25/2015,3/1/2015,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Leominster,Massachusetts,1453,East,Office Supplies,Labels,Avery 518,3.15,1,0.0,1.512,2015-02-25,2015-03-01
2/25/2015,3/1/2015,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Leominster,Massachusetts,1453,East,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,0.0,10.224,2015-02-25,2015-03-01
9/24/2015,9/28/2015,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",14.91,3,0.0,4.6221,2015-09-24,2015-09-28
9/24/2015,9/28/2015,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158.12,4,0.0,335.8548,2015-09-24,2015-09-28
11/26/2015,12/1/2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Springfield,Missouri,65807,Central,Technology,Copiers,Canon PC1080F Personal Copier,599.99,1,0.0,233.9961,2015-11-26,2015-12-01
8/31/2016,9/6/2016,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Waco,Texas,76706,Central,Office Supplies,Storage,Super Decoflex Portable Personal File,23.968,2,0.2,2.3968,2016-08-31,2016-09-06
4/12/2016,4/16/2016,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90036,West,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,638.288,7,0.2,-31.9144,2016-04-12,2016-04-16
4/12/2016,4/16/2016,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,JM Magazine Binder,13.208,1,0.2,4.6228,2016-04-12,2016-04-16
12/4/2016,12/8/2016,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Binders,GBC Instant Report Kit,15.528,3,0.2,5.823,2016-12-04,2016-12-08
12/4/2016,12/9/2016,Standard Class,KT-16465,Kean Takahito,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,Xerox 1915,104.85,1,0.0,50.328,2016-12-04,2016-12-09
11/11/2014,11/18/2014,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,50 Colored Long Pencils,30.48,3,0.0,7.9248,2014-11-11,2014-11-18
11/11/2014,11/18/2014,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90008,West,Furniture,Chairs,Hon Olson Stacker Stools,112.648,1,0.2,11.2648,2014-11-11,2014-11-18
4/2/2015,4/9/2015,Standard Class,JD-15790,John Dryer,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.976,3,0.2,24.2919,2015-04-02,2015-04-09
12/12/2015,12/16/2015,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,Office Supplies,Art,Newell 311,2.21,1,0.0,0.5967,2015-12-12,2015-12-16
12/12/2015,12/16/2015,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,Office Supplies,Envelopes,Peel & Seel Envelopes,15.52,4,0.0,7.4496,2015-12-12,2015-12-16
12/12/2015,12/16/2015,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",36.44,4,0.0,16.398,2015-12-12,2015-12-16
10/2/2017,10/8/2017,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,217.764,6,0.7,-384.7164,2017-10-02,2017-10-08
10/2/2017,10/8/2017,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Supplies,Acme Softgrip Scissors,39.072,6,0.2,4.3956,2017-10-02,2017-10-08
10/2/2017,10/8/2017,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",22.638,7,0.7,-16.6012,2017-10-02,2017-10-08
10/2/2017,10/8/2017,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,Berol Giant Pencil Sharpener,95.144,7,0.2,10.7037,2017-10-02,2017-10-08
4/10/2017,4/14/2017,Second Class,MG-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,Stackable Trays,12.32,5,0.2,1.848,2017-04-10,2017-04-14
4/10/2017,4/14/2017,Second Class,MG-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",4.419,3,0.7,-3.0933,2017-04-10,2017-04-14
9/29/2017,10/2/2017,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35.0,7,0.0,16.8,2017-09-29,2017-10-02
9/29/2017,10/2/2017,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,Furniture,Chairs,"Leather Task Chair, Black",72.784,1,0.2,0.0,2017-09-29,2017-10-02
9/29/2017,10/2/2017,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,2,0.0,25.4384,2017-09-29,2017-10-02
9/29/2017,10/2/2017,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,1,0.0,15.525,2017-09-29,2017-10-02
9/29/2017,10/2/2017,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Binders,Binding Machine Supplies,46.672,2,0.2,16.3352,2017-09-29,2017-10-02
9/29/2014,10/3/2014,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1395.54,9,0.0,362.8404,2014-09-29,2014-10-03
9/29/2014,10/3/2014,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",117.36,4,0.0,36.3816,2014-09-29,2014-10-03
9/29/2014,10/3/2014,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,Avery 48,18.9,3,0.0,8.694,2014-09-29,2014-10-03
9/29/2014,10/3/2014,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,White Computer Printout Paper by Universal,77.52,2,0.0,37.9848,2014-09-29,2014-10-03
8/20/2014,8/25/2014,Second Class,CR-12730,Craig Reiter,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",421.372,2,0.3,-6.0196,2014-08-20,2014-08-25
7/11/2014,7/14/2014,First Class,MN-17935,Michael Nguyen,Consumer,United States,El Paso,Texas,79907,Central,Technology,Phones,Polycom VVX 310 VoIP phone,575.968,4,0.2,43.1976,2014-07-11,2014-07-14
7/11/2014,7/14/2014,First Class,MN-17935,Michael Nguyen,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Paper,Xerox 200,10.368,2,0.2,3.6288,2014-07-11,2014-07-14
3/22/2015,3/24/2015,First Class,RD-19900,Ruben Dartt,Consumer,United States,Thousand Oaks,California,91360,West,Technology,Phones,Square Credit Card Reader,15.984,2,0.2,1.1988,2015-03-22,2015-03-24
5/12/2017,5/19/2017,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Art,Newell 347,10.272,3,0.2,1.1556,2017-05-12,2017-05-19
11/13/2017,11/19/2017,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.792,4,0.2,6.1792,2017-11-13,2017-11-19
11/13/2017,11/19/2017,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",205.9992,3,0.32,-27.2646,2017-11-13,2017-11-19
